x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,f1,f2,predf1,predf2
2.708896572054084e-12,0.00040158907692179163,3.2894771629851073e-06,4.6323165864210776e-08,3.1909867551639523e-07,9.701278360650871e-05,0.23282036774788556,0.0001555777923317452,1.889657754852619e-06,1.9147433945144772e-08,2.708896572054084e-12,1.2334801111049387,-0.009385229554039407,1.1508393443809002
0.00436938424963526,3.797503882191747e-05,2.187757303294389e-06,2.0855480846656346e-06,1.1903947862618175e-06,3.296710447791314e-06,1.1668205854941533e-05,3.0230359701307606e-05,2.327082971913268e-05,3.5880586512615026e-07,0.00436938424963526,1.0000931742749064,0.007107386845406273,1.0036951577156297
0.013015213660961086,2.0912439540991985e-05,1.963164167844838e-05,3.467422481194046e-06,1.2482817243791109e-05,9.674356352654848e-08,2.3982644028210636e-05,8.532165112990892e-07,1.705213976150105e-05,4.797290699776013e-07,0.013015213660961086,0.9999295797687825,0.0153500481453745,1.0025135473814677
0.01592163753611538,2.4960012226219724e-06,1.6778269290347356e-05,8.339240341081638e-08,2.825515232903876e-05,1.2420092521869084e-05,8.900132186817936e-07,2.113724134064686e-05,1.6532138144564964e-05,4.761664683121474e-07,0.01592163753611538,0.9998455950363323,0.018129317786503833,1.0021115879623903
6.681760464066586e-06,0.00022980199448193296,0.0008803621210234792,8.658496696191405e-06,1.7932325905451427e-05,6.092385555956931e-05,0.06510024886350174,0.0028695848962224796,5.195175153619706e-05,3.2559330412216804e-05,6.681760464066586e-06,1.069252023593585,-0.0007214051181977135,1.0490059705520385
3.6144653853695165e-11,0.00011357664305624367,1.4064501917588638e-07,1.1495871797601593e-06,3.7795854307456446e-07,1.7875874839860037e-07,0.10218939139474625,2.23019685981526e-06,2.3529834516695938e-05,2.8903609005919024e-07,3.6144653853695165e-11,1.1023308640547596,-0.0027021083864340227,1.0683098847230734
3.6144653853695165e-11,1.3451413830551763e-05,1.4064501917588638e-07,1.1495871797601593e-06,3.7795854307456446e-07,1.7875874839860037e-07,0.10218939139474625,2.23019685981526e-06,2.3529834516695938e-05,2.8903609005919024e-07,3.6144653853695165e-11,1.1022307388255337,-0.002700134657654555,1.0681970298098133
5.708643001589257e-06,0.00018643839909496216,4.991048782936038e-05,9.96686440742287e-07,5.42805638655908e-06,3.986869116752154e-06,0.16098780596655662,0.0001597178999611053,2.036558167369309e-05,1.1009564953547033e-06,5.708643001589257e-06,1.1614157508754959,-0.005791125996086586,1.1054504133612668
3.6144653853695165e-11,4.3658949433845603e-07,1.4064501917588638e-07,5.513565164536906e-07,3.533769181500729e-07,1.7875874839860037e-07,0.13987263288950905,2.23019685981526e-06,2.3529834516695938e-05,3.954013245690888e-08,3.6144653853695165e-11,1.1399000931877146,-0.004696533366441476,1.0917889120847524
5.708643001589257e-06,0.0003670436566891674,4.991048782936038e-05,9.96686440742287e-07,3.9881601914427256e-05,1.0577481535275147e-05,0.19851682274051322,0.00026939080360322617,0.0007236043970504952,4.6072461806182225e-05,5.708643001589257e-06,1.2000243002902256,-0.007705107607305764,1.1300358363682939
5.708643001589257e-06,0.00018643839909496216,4.991048782936038e-05,9.96686440742287e-07,5.42805638655908e-06,3.986869116752154e-06,0.19473851473388326,0.0001597178999611053,2.036558167369309e-05,4.6072461806182225e-05,5.708643001589257e-06,1.1952114311489266,-0.007503211196372447,1.1266890080081986
3.530472786778758e-08,4.3658949433845603e-07,1.4064501917588638e-07,5.574217237573534e-07,3.533769181500729e-07,1.7875874839860037e-07,0.18555766699725373,8.947016822020213e-07,5.9208713756790054e-05,7.787986307443993e-08,3.530472786778758e-08,1.1856195150844586,-0.007043176120610105,1.1204808753973505
7.44164790981288e-06,8.831762036805623e-05,7.16410875594326e-07,4.993362748112617e-06,2.92957163057085e-06,2.6953689521250028e-05,0.22811933168805837,8.251936748966549e-07,5.585354016439582e-05,9.463715576641984e-07,7.44164790981288e-06,1.2283008674035136,-0.009143447092070395,1.147376297434462
7.44164790981288e-06,8.831762036805623e-05,7.16410875594326e-07,4.993362748112617e-06,2.92957163057085e-06,2.6953689521250028e-05,0.22600586285674082,2.639339340592655e-06,5.585354016439582e-05,9.463715576641984e-07,7.44164790981288e-06,1.2261892127177842,-0.009040819924861464,1.1460468982427425
7.44164790981288e-06,8.546376798779173e-05,7.16410875594326e-07,4.993362748112617e-06,2.92957163057085e-06,2.8003268784920742e-05,0.22600586285674082,2.6384566659336785e-06,5.585354016439582e-05,9.485902018859563e-07,7.44164790981288e-06,1.2261874097806371,-0.00904078399478662,1.1460446124435866
3.7706446454279715e-05,0.000742605827207697,0.00027692704451601864,1.167402401206484e-05,0.00016045075096712052,6.605092437006376e-05,0.2791872027665058,0.00038029155588290014,7.855810470191634e-05,0.0003991613702060848,3.7706446454279715e-05,1.2813029212587368,-0.011540292123422231,1.1817383411877054
2.3315457489030536e-06,0.0004983102686455535,3.455812138221889e-05,6.5936520178640125e-06,2.8267485531151412e-05,7.964103478017324e-05,0.2847729518728693,0.0006632919924229925,1.5900635607537404e-05,2.6757780544979704e-08,2.3315457489030536e-06,1.2860995418168104,-0.011836599047069263,1.1842876355974565
6.937524484700916e-06,0.0001427468840852118,1.8669455837759374e-07,1.1408728753742505e-05,4.239285358327307e-05,1.962183703089555e-06,0.3025254625893634,9.449788073533333e-06,5.964173341863774e-05,2.1365514881935887e-06,6.937524484700916e-06,1.3027953879700844,-0.012622523779362195,1.1944975595431773
4.308120896786339e-05,0.0010525429757149418,0.000205392492434326,6.030405107834064e-05,2.011699501827945e-05,4.94749688537965e-05,0.3352921189958068,0.001070752305087977,7.855810470191634e-05,1.0164341291257069e-05,4.308120896786339e-05,1.3378394238426832,-0.014053434666776672,1.2176737900722183
5.708643001589257e-06,0.000408637563108629,1.2507446609226556e-05,0.00011198615910812939,4.187762815796084e-05,1.3231438274095822e-05,0.3277153832488425,0.0003383888177047701,0.00013269701007442565,4.565311869062008e-05,5.708643001589257e-06,1.328820362406046,-0.013746435511633728,1.2113408264294983
2.3720392091426292e-07,5.689248848012217e-06,2.0447014654880456e-07,2.219089394893315e-08,1.7659215699025493e-06,1.3995219945604467e-07,0.3194689022417498,0.0015724371598783175,2.3029975221573685e-06,1.3410553884249977e-07,2.3720392091426292e-07,1.3210515982883044,-0.013405646840651786,1.2063828817275233
3.0069922621558607e-07,0.0021105333107968548,3.519916050060831e-05,4.7918743326077795e-06,2.9379079029144516e-06,1.1838118027207417e-05,0.3644055863036246,0.00833716814258462,0.00013308284972235652,2.2749172565585504e-06,3.0069922621558607e-07,1.3750434125846827,-0.015446908060142293,1.2436448816005603
1.0857621438820875e-05,0.0010885254540775777,5.095178516403009e-05,1.5313085139519038e-06,0.0003014481484257095,0.0012118723750905664,0.4217040219024529,0.0003572134190576959,0.001159852947964097,0.0001767594719135589,1.0857621438820875e-05,1.4260521767299925,-0.017595883088450094,1.274735555728444
1.0857621438820875e-05,0.00024094050431471987,4.8789509488492096e-05,1.8275441749513217e-05,0.00021737792247262714,0.0005364327241806463,0.45165452799311023,1.618273533223032e-05,0.001150319195784333,3.979671086391366e-07,1.0857621438820875e-05,1.4538832439124565,-0.018702865217466648,1.2919349248066279
9.707360826329575e-06,0.00024094050431471987,1.4852971297768551e-05,4.791057097829666e-05,4.5372498117863235e-06,7.986917657084749e-05,0.4626796560866287,0.001069973321987352,0.0011580950857150798,1.4440340329155954e-05,9.707360826329575e-06,1.4653102752433245,-0.019117573918100456,1.2993802527933676
3.6144653853695165e-11,2.975854836568687e-07,1.4064501917588638e-07,5.513565164536906e-07,3.533769181500729e-07,1.1928028737967918e-05,0.4749454692200704,1.9083301285731237e-06,2.3529834516695938e-05,1.729604522885848e-08,3.6144653853695165e-11,1.4749841956734364,-0.019541662185685253,1.3049800391186297
