x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,f1,f2,predf1,predf2
2.4071865168192805e-09,8.933378990309392e-06,1.516900960522951e-06,8.146022389571043e-05,1.7242008711972097e-08,0.002925993659086231,8.393995812741516e-06,0.000983812535856673,8.012022047349168e-07,1.1290340931737517e-06,2.4071865168192805e-09,1.0040120581729088,0.0008421044437704698,1.0056531399760447
0.01223124227767841,1.559322905641345e-08,5.5292531857019104e-06,4.440891157422965e-07,1.996536415650959e-07,7.08049177223292e-07,1.2846798467053096e-06,7.354947873047363e-09,3.172108673614605e-07,9.457696436692562e-07,0.01223124227767841,0.9998598497799847,0.012966732537850596,1.001289443040947
0.0013796698602949768,2.399223464306881e-06,1.041018935899922e-06,2.030884319000917e-08,3.3824587643195378e-09,3.4716228973314543e-07,1.596195105618067e-06,9.205572116183063e-07,3.790562865324928e-08,9.16370717429915e-07,0.0013796698602949768,1.0000053786495933,0.002220680446929633,1.0016470125742796
1.1745131599416683e-06,0.0004432486767661482,7.706223152425153e-05,5.634232649033838e-05,4.4006880819850636e-05,0.0001477053832857738,0.0002762439758694593,0.002177724083756943,2.898149675401911e-05,0.00048447820021612096,1.1745131599416683e-06,1.0037357932541084,0.0008465586655860199,1.005375063209778
2.029564382664688e-07,2.1652236711616935e-06,1.1012801135135579e-05,0.004510093951905775,5.0034182407111895e-06,0.00971113344618215,1.732890061712482e-05,0.001849845329523376,3.671387739472714e-05,3.455711734699903e-05,2.029564382664688e-07,1.0161778540659767,0.0008101414479100358,1.0178227615975444
0.025880381177262414,1.8618485948414382e-05,3.548748814003742e-05,2.9276838255767515e-05,9.285951650342827e-06,1.824355718533843e-06,9.900240471442458e-06,2.0256283547303024e-06,3.6874588005726496e-06,3.125074281933129e-05,0.025880381177262414,0.9994716577271131,0.026491481245699305,1.0006424234203832
0.028915277798679348,8.022527926263831e-08,9.342397332731111e-07,1.3172755234895952e-08,1.881903608088547e-06,6.132558259593979e-06,2.0034429258665574e-06,1.1180190203610036e-07,5.199209742489627e-07,2.5500357786178416e-06,0.028915277798679348,0.9991781459062232,0.029500192997626906,1.0002929011609685
0.021446153917440345,1.2949594592311272e-05,2.711186777482683e-07,3.7997875690489324e-06,8.783896824248056e-07,1.6841823057424508e-06,1.4863623086293628e-07,2.881330975808481e-06,2.8986632138524184e-07,7.849451418860077e-07,0.021446153917440345,0.9995637612283202,0.022096736191706025,1.0008178919962714
0.05014912999758528,8.434519225519197e-06,0.00011277450450884985,1.3419058922765965e-06,1.4241428345362839e-06,1.771543954216249e-06,3.856411413005534e-05,3.697081783064811e-05,1.9886201021095156e-06,1.317235039330694e-05,0.05014912999758528,0.9977020515004823,0.050561816818759646,0.9984340320263682
0.05978663779149972,0.00015449640040604058,0.00019293442077587965,1.0745347233877283e-05,1.725564396194332e-05,6.290963001069015e-06,0.00026750598711382186,5.485871287453993e-06,1.681351331898845e-05,3.842935847930764e-05,0.05978663779149972,0.9971380513487518,0.06012759044417382,0.9977027464226245
