x0,x1,f1,f2
0.019613069914486803,-7.270517461775568e-05,0.019613069914486803,0.8599572158649382
0.019613069914486803,-7.270517461775568e-05,0.019613069914486803,0.8599572158649382
0.019726820317968907,-1.8094599778682686e-05,0.019726820317968907,0.8595480412600484
0.019291363819264523,-6.0901897797421833e-05,0.019291363819264523,0.8611093744934952
0.019532541502222167,-7.249744815062103e-05,0.019532541502222167,0.8602449956379392
0.01599100033321932,-0.00030877050139352787,0.01599100033321932,0.8736150794631314
0.012242414545137609,0.0007326617432534568,0.012242414545137609,0.8897554487938177
0.014235610951392863,-5.588133912745229e-05,0.014235610951392863,0.8806892419024185
0.01091738332268348,-0.00015889952448211372,0.01091738332268348,0.8955326353345534
0.009959177493411075,0.00075368566126517,0.009959177493411075,0.9006309887600434
0.007052926524179104,-2.47444744281605e-05,0.007052926524179104,0.9160187602219413
0.0097330381619396,-1.1708883237878332e-05,0.0097330381619396,0.9013439417414536
0.005529379010182689,0.0007270610949680536,0.005529379010182689,0.9260425752502338
0.004711759555908301,0.0007491105921613155,0.004711759555908301,0.9317861550985641
0.004309071537408948,-4.780792106906332e-05,0.004309071537408948,0.9343582289900255
0.0033130311767075836,0.0006073990897902727,0.0033130311767075836,0.94272433593106
0.00210825525553017,0.0007270610949680536,0.00210825525553017,0.9544925715815948
0.0018312368776179921,-1.8094599778682686e-05,0.0018312368776179921,0.9572072997074961
0.0012967510670990334,-2.562069607577335e-05,0.0012967510670990334,0.9639900796246221
0.0005454137003761961,-1.2075994437969757e-05,0.0005454137003761961,0.9766460200744832
0.0010526574625550518,-1.1635453174318586e-05,0.0010526574625550518,0.9675554221769598
0.034688917868785224,0.0007421072920945174,0.034688917868785224,0.8141452291012762
0.039935521854361306,0.0010360607002990433,0.039935521854361306,0.8009250879605865
0.03346949965288659,-5.727383804541154e-05,0.03346949965288659,0.8170556434733143
0.03154552029402022,0.0007326617432534568,0.03154552029402022,0.822776100454073
0.02602462977127379,-7.240710380209984e-05,0.02602462977127379,0.8386822998956491
0.029215930897394604,0.0007016395255237592,0.029215930897394604,0.8294292514318513
0.02271935205126202,-6.441246128200214e-05,0.02271935205126202,0.849273632752082
0.02225055635328324,-8.587136351985707e-05,0.02225055635328324,0.8508391909874434
0.022165935577348306,-4.861626058914717e-05,0.022165935577348306,0.8511194417893927
0.05869603331499343,-9.164372720388107e-05,0.05869603331499343,0.7577331928214033
0.05869603331499343,-9.164372720388107e-05,0.05869603331499343,0.7577331928214033
0.0584150838721981,-0.00015889952448211372,0.0584150838721981,0.7583254226813108
0.049118059607058145,-5.944889934397476e-05,0.049118059607058145,0.7783765391444547
0.054920096632272944,-5.566591523569847e-05,0.054920096632272944,0.7656517911605653
0.056490506220391645,-1.1805913307810808e-05,0.056490506220391645,0.7623227817687551
0.04345152141736314,-5.727383804541154e-05,0.04345152141736314,0.7915520377672011
0.04020515695030724,-0.00025320550860003535,0.04020515695030724,0.799533367792937
0.046132771683521034,-1.8094599778682686e-05,0.046132771683521034,0.7852148225945277
0.07972569081592035,-0.0016249348392908813,0.07972569081592035,0.7194354369433553
0.07972569081592035,-0.0016249348392908813,0.07972569081592035,0.7194354369433553
0.07846350114414934,-5.932500102778305e-06,0.07846350114414934,0.7198866519786822
0.0723663556646067,-7.249744815062103e-05,0.0723663556646067,0.7309936416639876
0.07533146206195926,-4.930617706126126e-06,0.07533146206195926,0.7255342408248302
0.06855069655248824,0.0007016395255237592,0.06855069655248824,0.7385163686528856
