x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,f1,f2
0.0,0,0,0,0,0,0,0,0,0,0.0,1.0
0.010101010101010102,0,0,0,0,0,0,0,0,0,0.010101010101010102,0.8963443654872254
0.020202020202020204,0,0,0,0,0,0,0,0,0,0.020202020202020204,0.8458882511355599
0.030303030303030304,0,0,0,0,0,0,0,0,0,0.030303030303030304,0.8012382242852011
0.04040404040404041,0,0,0,0,0,0,0,0,0,0.04040404040404041,0.7604105282029425
0.05050505050505051,0,0,0,0,0,0,0,0,0,0.05050505050505051,0.7247680191953902
0.06060606060606061,0,0,0,0,0,0,0,0,0,0.06060606060606061,0.6965442411495364
0.07070707070707072,0,0,0,0,0,0,0,0,0,0.07070707070707072,0.6778259995364425
0.08080808080808081,0,0,0,0,0,0,0,0,0,0.08080808080808081,0.6699093588904772
0.08300153492690741,0,0,0,0,0,0,0,0,0,0.08300153492690741,0.669652356549815
0.18222872802939977,0,0,0,0,0,0,0,0,0,0.18222872802939977,0.669652356549815
0.19191919191919193,0,0,0,0,0,0,0,0,0,0.19191919191919193,0.6101142916367437
0.20202020202020204,0,0,0,0,0,0,0,0,0,0.20202020202020204,0.537720511962573
0.21212121212121213,0,0,0,0,0,0,0,0,0,0.21212121212121213,0.4605963229335468
0.22222222222222224,0,0,0,0,0,0,0,0,0,0.22222222222222224,0.38575378816751515
0.23232323232323235,0,0,0,0,0,0,0,0,0,0.23232323232323235,0.32058983787273293
0.24242424242424243,0,0,0,0,0,0,0,0,0,0.24242424242424243,0.27204335285271947
0.25252525252525254,0,0,0,0,0,0,0,0,0,0.25252525252525254,0.24575008834212564
0.2577623633878302,0,0,0,0,0,0,0,0,0,0.2577623633878302,0.24216108547677873
0.40931367480865694,0,0,0,0,0,0,0,0,0,0.40931367480865694,0.2421610854767776
0.4141414141414142,0,0,0,0,0,0,0,0,0,0.4141414141414142,0.1784659278743233
0.42424242424242425,0,0,0,0,0,0,0,0,0,0.42424242424242425,0.055900259971083444
0.43434343434343436,0,0,0,0,0,0,0,0,0,0.43434343434343436,-0.04190084990950188
0.4444444444444445,0,0,0,0,0,0,0,0,0,0.4444444444444445,-0.10435900133875925
0.453882104088768,0,0,0,0,0,0,0,0,0,0.453882104088768,-0.12421844474858562
0.6183967944393923,0,0,0,0,0,0,0,0,0,0.6183967944393923,-0.12421844475079352
0.6262626262626263,0,0,0,0,0,0,0,0,0,0.6262626262626263,-0.2514148997976839
0.6363636363636365,0,0,0,0,0,0,0,0,0,0.6363636363636365,-0.37658075953397807
0.6464646464646465,0,0,0,0,0,0,0,0,0,0.6464646464646465,-0.44651168377828143
0.6525117038046524,0,0,0,0,0,0,0,0,0,0.6525117038046524,-0.45826332567260597
0.8233317983266328,0,0,0,0,0,0,0,0,0,0.8233317983266328,-0.4582633256726072
0.8282828282828284,0,0,0,0,0,0,0,0,0,0.8282828282828284,-0.5529692381617318
0.8383838383838385,0,0,0,0,0,0,0,0,0,0.8383838383838385,-0.6988074947518448
0.8484848484848485,0,0,0,0,0,0,0,0,0,0.8484848484848485,-0.7686561758868349
0.8518328654364115,0,0,0,0,0,0,0,0,0,0.8518328654364115,-0.7733690123266405
