x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,f1,f2,predf1,predf2
4.710219701929526e-08,0.07775517002952938,0.04158981580801148,0.008059385976382763,0.03969020714362266,0.008974709570612586,0.0042657538552272525,0.02366956677139833,0.061200312529900894,0.010775664911536939,4.710219701929526e-08,1.2757354305459552,-0.0015602596787140446,1.213644125867754
0.019479594036615405,5.181264438601349e-07,3.1823201978613607e-07,2.848309099480868e-08,4.151108726189953e-06,2.7705340348602437e-06,4.0421918051550394e-05,2.8189689819538494e-05,0.00020633645137725003,2.552989031351566e-05,0.019479594036615405,0.8607174377200734,0.01934658684129694,0.8826959726739814
0.01900328682227462,2.5563040868935505e-06,2.182273411238473e-06,8.830333727316123e-09,4.7590914478492615e-05,3.6825984986345475e-06,8.422687173676203e-05,5.230724793172051e-07,3.020426618763922e-06,1.6082225484263254e-06,0.01900328682227462,0.8622829684789511,0.01886873808090324,0.8845629193095107
0.01186937864882441,6.616047447417212e-07,5.6159669010810694e-05,5.852295732053079e-05,3.420161923337295e-06,1.3951678630199108e-06,4.155874052951521e-05,7.87105462051281e-05,9.573970293465569e-05,1.2585283302433376e-05,0.01186937864882441,0.8913830796968226,0.011607177239281561,0.914572879684027
0.016652969511465384,3.5458558325570102e-06,2.9197538097325916e-11,1.0382652338765267e-06,8.366051012013696e-05,1.8004718074779802e-05,1.6651248612682433e-06,2.0541236870216992e-05,0.0030881544106960783,5.052455987488118e-06,0.016652969511465384,0.8739675726884738,0.01638290469538323,0.8968272874433703
0.014871954202262318,2.163843239501688e-07,2.282870690971847e-06,4.043140629318472e-08,2.4860372508439658e-05,3.6825984986345475e-06,8.118581350451077e-05,5.230724793172051e-07,2.9953939018576233e-06,1.6332491094751535e-06,0.014871954202262318,0.8781596386802922,0.014666995534510611,0.9018388343337543
0.0004142276987039324,8.071013347097471e-07,7.645073893002139e-06,9.115274299546783e-08,0.00014478092130231895,6.953396604810933e-05,0.0001221470947835195,0.0001806119882579453,9.097061351861372e-05,1.2628159176887644e-05,0.0004142276987039324,0.9802702294207105,8.259956571472447e-05,0.9617056072883302
0.0022733701536426084,1.2375505578181689e-05,2.2741514644593727e-05,2.3548762834597402e-05,8.175825670288455e-05,1.9993637365183428e-05,0.00011355690270880546,1.4784291175699863e-05,4.0099716512433643e-07,1.5168487870753671e-05,0.0022733701536426084,0.9526172021620283,0.0018737369198525275,0.9544497335543957
0.000799029505145807,5.26577426494099e-07,0.0004299851691127076,3.99579309755839e-08,1.7865603825607098e-06,4.1152755002815856e-05,4.439172626441809e-06,1.4470038331329305e-06,2.2508248769746656e-05,2.4569206982704187e-06,0.000799029505145807,0.9722301051598609,0.00044093676741882695,0.960193061263846
2.413201078048766e-07,0.008733297206581609,0.0038136185533169356,0.012631810458558301,0.0037142327078145726,0.005912076211311339,0.0018382673236830114,0.014403095633144975,0.019825896328979586,0.0007022992226413724,2.413201078048766e-07,1.0710660737383981,-0.0003514701229253181,1.0147642238382222
9.76781132584903e-07,0.016587698943065637,0.0037080273335671245,0.012631810458558301,0.007429193878613999,0.005912076211311339,0.00019813560751414964,0.015354516025869396,0.019825896328979586,0.005719938591808792,9.76781132584903e-07,1.0863367013861298,-0.0004546717558256437,1.0266714952823848
9.76781132584903e-07,0.016587698943065637,0.00715873386740998,0.012631810458558301,0.007429193878613999,0.005912076211311339,0.00019813560751414964,0.015354516025869396,0.019825896328979586,0.005719938591808792,9.76781132584903e-07,1.0897857739488195,-0.0004946305896640173,1.0292679438394612
9.76781132584903e-07,0.02220711896186726,0.01516354484538676,0.012238185950076723,0.007429193878613999,0.005888453053145107,0.00019813560751414964,0.015354516025869396,0.02000087303557078,0.005719938591808792,9.76781132584903e-07,1.103161421704298,-0.0005269631355982291,1.040050603642532
9.76781132584903e-07,0.027222790701430015,0.01516354484538676,0.012817585714229598,0.007429193878613999,0.005888453053145107,0.02076675509272236,0.015354516025869396,0.02000087303557078,0.005719938591808792,9.76781132584903e-07,1.1293128807987383,-0.0005540131782074454,1.0659282720074843
4.40211975552571e-06,0.026233360804988008,0.007016597855096807,0.03693824440855487,0.03969020714362266,0.005904074515545022,0.0003768535802985916,0.012859995074741669,0.061200312529900894,0.013964887993188487,4.40211975552571e-06,1.2018821515471603,-0.0008729806237337194,1.1473057916822493
4.40211975552571e-06,0.026233360804988008,0.01518765085610676,0.03693824440855487,0.03969020714362266,0.003687408954497791,0.00037763403151568455,0.001423527920792342,0.061200312529900894,0.010568679197758283,4.40211975552571e-06,1.1930131460181903,-0.000689841994793632,1.139230544855383
3.3841925143128252e-06,0.027486951356796463,0.015449048759997001,0.03483414179997287,0.04421163610283429,4.671012149855761e-05,7.471226751428505e-06,0.013622808933587036,0.061200312529900894,0.01139900547596465,3.3841925143128252e-06,1.206235964161873,-0.0009820266860923882,1.1523744838838845
6.151579892132249e-05,0.0685681395639864,0.04240944002098171,0.04241150006425154,0.0022818165621464287,0.004621217734372634,0.00342486990934065,0.07137270163173266,0.07612025706644508,0.020073733192044394,6.151579892132249e-05,1.3222340912849857,-0.002339272596648294,1.2854094047898539
4.061518415221034e-07,0.0792954012047155,0.0429208694974208,0.007759695345172896,0.03969020714362266,0.008974709570612586,0.019090408534628654,0.021464747642484322,0.061200312529900894,0.010568679197758283,4.061518415221034e-07,1.2902409258227023,-0.0016829911545871328,1.2287088677140923
4.061518415221034e-07,0.0792954012047155,0.0429208694974208,0.007759695345172896,0.03969020714362266,0.008974709570612586,0.012458310029003154,0.046063122297910424,0.061200312529900894,0.010568679197758283,4.061518415221034e-07,1.3082021807222972,-0.002058918848826487,1.2485779784259572
6.151579892132249e-05,0.0685681395639864,0.04240944002098171,0.07087569611706154,0.016281723803011388,0.011511772068404912,0.00342486990934065,0.07137270163173266,0.10583460251537685,0.022668477478451216,6.151579892132249e-05,1.4036244091339756,-0.003428794534959807,1.3677048558631828
7.815788526447236e-06,0.06863466415071355,0.056826755282513325,0.0432640616461931,0.020224219664855086,0.002554121153467988,0.0024531150760404266,0.07456309899588527,0.09679497677027851,0.00818032138536725,7.815788526447236e-06,1.3702189109118719,-0.003080116284360755,1.3297329950156358
4.061518415221034e-07,0.09165048574955136,0.0429208694974208,0.03935975808498315,0.03969020714362266,0.008978653610539008,0.025315621366623436,0.021464747642484322,0.061200312529900894,0.010568679197758283,4.061518415221034e-07,1.3404112899244565,-0.0023227116898819422,1.2805154571160893
1.0199725055350601e-05,0.10415108582276117,0.06558664918898308,0.007295128755628411,0.036828882662596533,0.02204132570779201,9.350141182169648e-05,0.0747951113525092,0.11590813825872552,0.0056659907885435,1.0199725055350601e-05,1.4285435453192192,-0.0035305431807216054,1.3803771881091653
1.0199725055350601e-05,0.10415108582276117,0.06558664918898308,0.055777751411707925,0.06443767703759558,0.009692757940873225,0.0019461556712894643,0.07132865605803089,0.11590813825872552,0.0056659907885435,1.0199725055350601e-05,1.4905905777766186,-0.004760390651491728,1.44012956519051
1.3994289412036203e-06,0.1353195413806112,0.06581859307808076,0.055548753143061624,0.07027851700071942,0.010734673640177812,0.0005299666254515202,0.08448769545175971,0.11371886320242605,0.03622560734521754,1.3994289412036203e-06,1.5711786917363093,-0.005816021404773282,1.5102502065050898
1.68490942119597e-06,0.10226016295273023,0.048979140013522306,0.09689889113990248,0.04790564396433997,0.009401881534251188,0.026040525433761383,0.09593205689165847,0.08838816800198615,0.0006865138149561547,1.68490942119597e-06,1.5148944990535644,-0.005021619360889011,1.469160074878941
1.3994289412036203e-06,0.1353195413806112,0.06581859307808076,0.055548753143061624,0.07027851700071942,0.013094310231379653,0.0010736171280035349,0.08448769545175971,0.14900018600759818,0.02945475467005369,1.3994289412036203e-06,1.602577705653096,-0.006331240659057534,1.543382442556427
5.747946803729801e-05,0.1353195413806112,0.06581859307808076,0.07102231321429844,0.07027851700071942,0.012300461728881358,0.0005299666254515202,0.08448769545175971,0.11371886320242605,0.03622560734521754,5.747946803729801e-05,1.5801425214215485,-0.006063825667525691,1.5263234312251739
9.820945665616287e-06,0.10044184486759376,0.07814838042470455,0.09538977508240097,0.088860788462464,0.01100610826807173,0.04638869883473932,0.10903073122408093,0.09167873627334175,0.025935309253648123,9.820945665616287e-06,1.642858691120114,-0.006940842199573142,1.587846707481397
1.3873951924252082e-06,0.10336210474848903,0.08568147180651646,0.09855888795276957,0.0722581411579476,0.05843107438417238,0.0013611587155696525,0.09712771726610692,0.16630498476545463,0.009974832309725195,1.3873951924252082e-06,1.6915277466610268,-0.007493484637595107,1.621044275612858
1.3873951924252082e-06,0.10336210474848903,0.08568147180651646,0.09855888795276957,0.0722581411579476,0.05843107438417238,0.0013611587155696525,0.09504984828876381,0.16630498476545463,0.009974832309725195,1.3873951924252082e-06,1.6894508184577695,-0.0074501536700495195,1.6189507439628295
1.0544938257122776e-05,0.09690000945304299,0.09494763940006924,0.0925937919064686,0.088860788462464,0.007179627438202075,0.04638869883473932,0.10938824216736917,0.14670130429365902,0.025935309253648123,1.0544938257122776e-05,1.7046503909978044,-0.008114731282242174,1.6492724219340942
1.3873951924252082e-06,0.10336210474848903,0.08568147180651646,0.12423247625815953,0.0722581411579476,0.059080977790434745,0.024161231238335995,0.09712771726610692,0.16630498476545463,0.051846702442621094,1.3873951924252082e-06,1.7824825336738939,-0.008971574725628468,1.7020236741234216
