x0,x1,f1,f2
0.0,0.0,1.0,0.0
0.33333333333333337,0.0,1.0,0.0
0.6666666666666667,0.0,1.0,0.0
1.0,0.0,1.0,0.0
0.8383838383838385,0.0,0.9999999742096938,5.158061178178741e-08
0.8282828282828284,0.0,0.9999999731463236,5.37073521211795e-08
0.5050505050505051,0.0,0.9999999021601433,1.9567970377387667e-07
0.494949494949495,0.0,0.9999998981260703,2.03747849147895e-07
0.17171717171717174,0.0,0.9999996288280771,7.423437079490114e-07
0.16161616161616163,0.0,0.9999996135241432,7.729515641985429e-07
0.98989898989899,0.0,0.99999912380295,1.7523933323326801e-06
0.6767676767676768,0.0,0.9999969340392395,6.13191212084363e-06
0.6565656565656566,0.0,0.999996675999382,6.64799018701423e-06
0.3434343434343435,0.0,0.9999883687630965,2.326233852134596e-05
0.32323232323232326,0.0,0.9999873898455737,2.5220149836635564e-05
0.8484848484848485,0.0,0.9999832099082471,3.35799015986904e-05
0.8181818181818182,0.0,0.9999810462641037,3.790711254858525e-05
0.010101010101010102,0.0,0.9999558749499838,8.824815301233802e-05
0.9797979797979799,0.0,0.9999476630116418,0.00010467123755597552
0.5151515151515152,0.0,0.9999363039679682,0.00012738800687916996
0.48484848484848486,0.0,0.9999280958206458,0.00014380318849738227
0.686868686868687,0.0,0.9998310807944067,0.0003378098774884375
0.6464646464646465,0.0,0.9998014508475613,0.0003970588831113675
0.18181818181818182,0.0,0.9997583584082622,0.0004832247928167055
0.15151515151515152,0.0,0.9997272194232906,0.0005454867441758715
0.8585858585858587,0.0,0.9997014858443423,0.0005969392006143215
0.8080808080808082,0.0,0.9996346566646064,0.0007305531950345667
0.9696969696969697,0.0,0.9994836825367479,0.001032368342781309
0.3535353535353536,0.0,0.9993591766329455,0.0012812360795212419
0.31313131313131315,0.0,0.9992467704548769,0.0015058917354986434
0.5252525252525253,0.0,0.9988675364315728,0.0022636446631206786
0.4747474747474748,0.0,0.9986140087179806,0.002770061592205053
0.696969696969697,0.0,0.9984629336577582,0.0030717701115431373
0.8686868686868687,0.0,0.9982720249491452,0.003452964203933151
0.6363636363636365,0.0,0.9980412630161961,0.003913637317036089
0.797979797979798,0.0,0.9977071891393213,0.00458036473971446
0.9595959595959597,0.0,0.9976751015299612,0.004644391787181568
0.020202020202020204,0.0,0.9975689289662425,0.00485623196114382
0.19191919191919193,0.0,0.9957038093185592,0.008573924108510322
0.14141414141414144,0.0,0.9947420093710921,0.010488334792361997
0.8787878787878789,0.0,0.9944581270976889,0.01105303344935682
