x0,x1,f1,f2,predf1,predf2
0.08176245089287636,1.551048876009992e-13,0.2808465494608886,0.9272162572432664,0.5148907049994619,1.8247031063188406
0.07817099977359718,3.177612619846665e-13,0.28903729452168114,0.9237753836189196,0.5223522910604286,1.7488189382444859
0.08233228383296173,2.97040285642112e-14,0.28136187742564533,0.9248665180161607,0.5139084513499251,1.836391767747933
0.08747160149583634,4.7373657851449127e-17,0.30799289908400007,0.9059578164094019,0.5075167805353215,1.937136380559145
0.0866778968938326,7.623603653586784e-12,0.30137625461804485,0.9254655226051338,0.5082160724049095,1.9221463117064221
0.08711111701999134,3.431983880123852e-12,0.3048792724738011,0.9204232801489656,0.5078214634377503,1.9303547525889948
0.07603426850882113,3.9424535588505434e-12,0.3030944059806001,0.921966124037607,0.5278370600455569,1.7019575902680144
0.07495684237045803,4.7373657851449127e-17,0.3126632524519809,0.9030612955971361,0.5308993567647207,1.677875105491047
0.08811487203290669,2.464283035498634e-15,0.31398977146452434,0.9036129574443649,0.5070263533352055,1.9491271788451068
0.07514279151221284,3.5339289339311724e-11,0.3108966978806036,0.9273622469646612,0.530356639057057,1.6820524030182586
0.07435910371007075,3.60159178364665e-11,0.31866048564690663,0.9226938798060934,0.5326840824716872,1.6643889093881588
0.07265570239821079,1.7149835139278142e-15,0.338324103095783,0.8875775600562837,0.5381058876059762,1.6254841814652838
0.0731443231451505,8.344571519326929e-13,0.33230483875856165,0.8991171517343591,0.5364998149631377,1.6367139708263994
0.07270081557371125,2.7918528030004887e-10,0.33775594863370617,0.9267576352963065,0.5379558892538242,1.6265233362455362
0.0727945188462753,1.7135728268746007e-10,0.33658386867436474,0.9228464629590006,0.5376454479775634,1.6286801751777726
0.0898346544807532,1.3987900875015566e-10,0.33269305539297533,0.9235897524277218,0.5060484911046378,1.9804763810059265
0.07127165990150991,1.9706399946156467e-11,0.3569386947272687,0.8939281687168279,0.5428768436350763,1.5933817577289684
0.07140335553301252,7.895356749089485e-10,0.35507131435078687,0.9273725844574292,0.5424087766661092,1.5964547071292234
0.0702164239341742,1.5513014962406367e-16,0.3725930229138428,0.8623181617181188,0.5467341541661717,1.5686259756880463
0.06979121890411914,9.316060786542512e-12,0.3792350182964862,0.8741306925095766,0.548342091553407,1.5585850413482543
0.07051742214717306,2.411133979756689e-10,0.3680050237920749,0.9046755485640606,0.5456145268040516,1.5757113356328043
0.07008994122490651,2.6422857004755484e-10,0.37454932065381286,0.9009108675947716,0.5472092380605145,1.5656430652547881
0.07020170726814048,2.201414265895769e-09,0.3728197883976738,0.9307244072879509,0.5467892822002862,1.568279279826261
0.06907020699806699,1.4198654637200312e-14,0.3909113445263749,0.850768331582162,0.5511389329825156,1.541475514650165
0.0688027556491477,3.9559900236026367e-10,0.3953695414314007,0.8898531236388905,0.5521988438220544,1.5351029128641205
0.06914217948517931,1.5204772646338847e-10,0.3897231278856247,0.8843725936905977,0.5508557782443383,1.543188056159469
0.06921112118545447,3.0648551616675614e-09,0.3885895808712221,0.9254398346387567,0.5505853600939594,1.5448277906158485
0.06951344963581015,1.4336693564057016e-09,0.38367291431277173,0.9158997847260137,0.5494091011022575,1.5520060177319184
0.06961412257364148,1.4336693564057016e-09,0.38205558707190457,0.9170732324829876,0.5490208624161528,1.5543923191033204
0.0681316817046059,1.1182603618318907e-13,0.40684308792025603,0.8405401864271068,0.5549117231561738,1.5190526297869786
0.06820098434719764,5.6115929936747365e-14,0.4056397159269506,0.8405544473674924,0.5546280281004524,1.5207140976195128
0.06833789204211126,9.800077238460436e-11,0.40327476554989883,0.8701650565390158,0.5540699770146289,1.523993699295579
0.06815914480943565,6.424231914324322e-10,0.40636572001218485,0.8873352100899885,0.5547992009560286,1.5197112009383018
0.06836037991278998,3.482175356993591e-10,0.4028878850635035,0.8826339426340483,0.5539786164597891,1.524532077610074
0.06834509520554007,1.0026607298581243e-09,0.4031507939464136,0.8959482710235936,0.5540407000296894,1.5241662375296814
0.06808615482851942,1.5297522678910701e-09,0.40763587808323176,0.8989730959957176,0.5550985261758067,1.5179608216228777
0.06871026212619313,4.024600936185446e-09,0.39692680425973015,0.9246717371017829,0.55256820537279,1.5328961645791312
0.0683623302112152,3.0648551616675614e-09,0.4028543532749286,0.914858632554984,0.5539706851353383,1.5245790202578244
0.06730812450989125,4.930122140448576e-10,0.4214526418336134,0.8720128695777012,0.5583451868318481,1.499240989629095
0.06789711125766215,9.368443054990293e-11,0.4109467946408899,0.8637226016281969,0.5558779845114332,1.5134223985451911
0.06728515136804114,2.3105153428448e-09,0.42186808264364306,0.8948780627027219,0.5584425978332227,1.498686754595838
0.06741905749257734,1.031812702032649e-08,0.4194524325601606,0.9293989308110533,0.5578759773421345,1.5019177220721651
0.06636869947245276,3.60159178364665e-11,0.43876740881063325,0.8336840213746803,0.5624014310056014,1.4764945569460601
0.06683495785825845,3.8869731675184324e-11,0.4300916011005538,0.8415589218105604,0.5603696456448499,1.4878032704528916
0.06644283755172219,7.22768522546855e-10,0.43737748018959666,0.863895038372664,0.5620759158773474,1.478295261895215
0.0667810241947617,3.7535710002929666e-10,0.43108707105577937,0.8608596638825357,0.5606027962045408,1.4864970968371862
0.066959233513891,1.7669194018221668e-09,0.4278060708785747,0.8854232090828398,0.5598342666497127,1.4908113090759407
0.06701813548910084,1.4366915356238187e-09,0.42672688159522876,0.8828736616894002,0.5595814313747611,1.4922359549289859
0.06694604557714907,2.98573808377187e-09,0.4280480573338832,0.8947322706536787,0.5598909504812462,1.4904923613532604
0.06672073240428678,4.968083735905057e-09,0.4322024385105995,0.9018835627535529,0.5608639931199844,1.4850367446957538
0.06566636899064016,7.373893568515712e-12,0.45211987496313255,0.8134058017176524,0.5655308826855687,1.4593911127531196
0.06618318213325015,6.419573454651538e-12,0.4422622231328769,0.8214924250744938,0.5632200145617894,1.4719847138994813
0.06571795268463479,3.7671210518333187e-10,0.45112816867617167,0.8438952445506703,0.5652982186344989,1.4606500936443745
0.0657407569288603,2.0678982641820763e-09,0.4506902922405629,0.8691916372392536,0.5651954970816003,1.461206674078666
0.06564187930801858,6.324912863613995e-09,0.45259128325083575,0.8906415478938563,0.565641467723009,1.4587938678122927
0.0656127342941059,4.594598880920185e-09,0.45315279519351903,0.8829162792114037,0.5657732475533792,1.4580820882370094
0.06503961221807485,4.7373657851449127e-17,0.46429977204814044,0.785333230324164,0.5683933771238543,1.4440605783561546
0.06501827115137963,5.142188552379487e-11,0.4647185818202354,0.813219709065023,0.5684920009346146,1.4435374897685695
0.0653965916480316,4.579823315260011e-11,0.4573334839682326,0.8190438228016422,0.5667549419380005,1.452799979147371
0.0653341882971777,2.745157661367134e-08,0.4585458141903834,0.92741218458425,0.5670396930725292,1.4512762946819449
0.0653341882971777,2.2115507575795494e-08,0.4585458141903834,0.9202836739315268,0.5670397175986857,1.451275789346042
0.06427600065674993,2.208410669195316e-11,0.47943985554547563,0.794046508420437,0.5719695400795384,1.425300338632639
0.06451475136392534,2.951614492591845e-10,0.47467303076460843,0.8200925856527319,0.5708409761455571,1.431175396351815
0.06453920330252673,6.388680368637108e-09,0.47418647934383706,0.8723549600769288,0.5707259005100229,1.4317771915530282
0.06423965106831724,4.594598880920185e-09,0.48016811290797545,0.8594417273769733,0.5721421734038741,1.4244055621816114
0.06462702335077025,6.584072030367823e-09,0.47244159428166976,0.8746082326870508,0.5703135238428217,1.433935766373166
